,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
1220,tt0788069,movie,The Erotic Mr. Rose,The Erotic Mr. Rose,0,1964.0,,52.0,"['Comedy', 'Fantasy']",4.2,12
1221,tt1502421,movie,The Lionshare,The Lionshare,0,2009.0,,65.0,[],6.0,298
1223,tt0058987,short,Boulder Wham!,Boulder Wham!,0,1965.0,,7.0,"['Animation', 'Comedy', 'Family']",5.9,218
1224,tt0068290,movie,Blood from the Mummy's Tomb,Blood from the Mummy's Tomb,0,1971.0,,94.0,[],5.7,2728
1227,tt2090286,tvEpisode,The Age of Invention,The Age of Invention,0,2011.0,,58.0,[],8.8,23
1228,tt8456174,tvSeries,Lola & Mila,Lola & Mila,0,2018.0,,6.0,[],8.1,8
1229,tt0434669,tvSeries,I cartoni dello zecchino d'oro,I cartoni dello zecchino d'oro,0,1999.0,,5.0,"['Animation', 'Family', 'Music']",5.9,9
1230,tt0574229,tvEpisode,Sweet Charity,Sweet Charity,0,2003.0,,23.0,[],7.4,212
1231,tt1302505,tvEpisode,Shissaku! Aratanaru teki,Shissaku! Aratanaru teki,0,2005.0,,23.0,"['Action', 'Adventure', 'Animation']",7.8,222
1232,tt0711102,tvEpisode,Report 7931: Sniper - When Is Your Cousin Not?,Report 7931: Sniper - When Is Your Cousin Not?,0,1969.0,,60.0,"['Drama', 'Mystery']",7.9,10
1233,tt0381728,tvSeries,Les ailes du dragon,Les ailes du dragon,0,2000.0,,24.0,"['Adventure', 'Animation']",7.0,5
1234,tt2843830,tvEpisode,VIII.,VIII.,0,2014.0,,57.0,"['Adventure', 'Drama']",8.9,1753
1235,tt8106022,tvEpisode,In The Bed,In The Bed,0,2018.0,,47.0,"['Biography', 'Music']",7.7,26
1236,tt0157218,tvSeries,Carry on Laughing!,Carry on Laughing!,0,1975.0,,24.0,"['Comedy', 'Crime', 'Mystery']",6.1,173
1237,tt0316559,video,Sean Connery Close Up,Sean Connery Close Up,0,1997.0,,45.0,"['Biography', 'Documentary']",6.1,66
1239,tt4336588,tvEpisode,Del VI,Del VI,0,2015.0,,59.0,"['Crime', 'Drama', 'Fantasy']",7.0,110
1240,tt3814384,tvEpisode,Hook of Revelations,Hook of Revelations,0,2014.0,,24.0,"['Comedy', 'Drama']",9.1,10
1241,tt1422653,movie,Groupie,Groupie,0,2010.0,,90.0,"['Crime', 'Mystery', 'Thriller']",3.5,379
1242,tt3677742,tvSpecial,Saturday Night Live: 40th Anniversary Special,Saturday Night Live: 40th Anniversary Special,0,2015.0,,106.0,[],8.1,1931
1244,tt0796830,video,Praise to the Man,Praise to the Man,0,2005.0,,88.0,[],8.3,54
1245,tt4936232,tvEpisode,Assamania I,Assamania I,0,2002.0,,21.0,"['Action', 'Animation', 'Comedy']",5.9,7
1248,tt0597113,tvEpisode,Exercise in Fatality,Exercise in Fatality,0,1975.0,,60.0,"['Action', 'Crime', 'Drama']",7.4,16
1249,tt2036432,tvMovie,Restoring Courage: Jerusalem 2011,Restoring Courage: Jerusalem 2011,0,2011.0,,105.0,[],5.4,16
1251,tt0140571,movie,Ein Stern fällt vom Himmel,Ein Stern fällt vom Himmel,0,1934.0,,86.0,[],6.8,21
1253,tt6080460,movie,The Aliens,The Aliens,0,2017.0,,105.0,"['Drama', 'Sci-Fi']",6.1,18
1255,tt3962798,tvMovie,True Crime: How to Murder Your Wife,How to Murder Your Wife,0,2015.0,,97.0,"['Comedy', 'Drama']",6.4,172
1256,tt2229248,tvEpisode,Longbranch Steak and Seafood,Longbranch Steak and Seafood,0,2012.0,,42.0,[],7.7,6
1257,tt9495832,tvEpisode,A Nightmare on Elm Street 2010,A Nightmare on Elm Street 2010,0,2019.0,,20.0,[],9.0,6
1260,tt0188830,movie,Life of a Gigolo,Life of a Gigolo,0,1998.0,,101.0,[],4.9,189
1261,tt7885408,tvEpisode,High Class Problems,High Class Problems,0,2018.0,,21.0,[],7.3,47
1262,tt0193898,movie,Sete Dias de Agonia,Sete Dias de Agonia,0,1982.0,,102.0,[],5.8,13
1263,tt0436974,short,Winter Sea,Winter Sea,0,2004.0,,25.0,"['Drama', 'Short']",6.9,15
1264,tt8056036,tvEpisode,"Benny's Banners, Lost for Words and Raising Chicago","Benny's Banners, Lost for Words and Raising Chicago",0,2018.0,,42.0,"['Adventure', 'Biography', 'Crime']",8.6,5
1265,tt0200489,movie,Bir sonbahar hikayesi,Bir sonbahar hikayesi,0,1994.0,,115.0,[],6.0,108
1268,tt0177871,short,John Bull,John Bull,0,1917.0,,3.0,"['Animation', 'Short']",5.3,9
1269,tt0479651,movie,Dasavatharam,Dasavatharam,0,2008.0,,189.0,"['Action', 'Adventure', 'Sci-Fi']",7.2,8220
1270,tt2877146,tvEpisode,Familie und andere Missverständnisse!,Familie und andere Missverständnisse!,0,2013.0,,29.0,[],7.6,5
1271,tt9077914,tvMovie,Marie Brand und das Verhängnis der Liebe,Marie Brand und das Verhängnis der Liebe,0,2018.0,,89.0,[],7.0,20
1272,tt0534736,tvEpisode,"Sex, Lies and Larvae","Sex, Lies and Larvae",0,2000.0,,46.0,"['Crime', 'Drama', 'Mystery']",7.7,689
1273,tt0303963,video,Encyclopedia Erotica Volume 1,Encyclopedia Erotica Volume 1,1,1999.0,,90.0,[],5.8,9
1274,tt0144146,movie,Convergence,Convergence,0,1999.0,,93.0,"['Mystery', 'Thriller']",4.5,491
1276,tt0503378,tvEpisode,Casualty,Casualty,0,1958.0,,48.0,"['Action', 'Crime', 'Drama']",8.2,42
1278,tt0096694,tvSeries,Saved by the Bell,Saved by the Bell,0,1989.0,1992.0,30.0,"['Comedy', 'Family', 'Romance']",7.0,30004
1279,tt0365900,short,Le voeu,Le voeu,0,2002.0,,5.0,"['Animation', 'Comedy', 'Short']",7.2,6
1280,tt6417014,movie,Filthy,Spina,0,2017.0,,87.0,[],6.6,455
1281,tt3166390,tvEpisode,Looking for a Plus-One,Looking for a Plus-One,0,2014.0,,28.0,"['Comedy', 'Drama', 'Romance']",8.7,396
1282,tt0095194,movie,Galactic Gigolo,Galactic Gigolo,0,1987.0,,80.0,"['Comedy', 'Sci-Fi']",3.4,229
1283,tt1626229,short,Simone,Simone,0,2010.0,,17.0,"['Drama', 'Horror', 'Short']",6.9,16
1284,tt1385612,movie,Ouija Board,Ouija Board,0,2009.0,,80.0,[],4.5,26
1285,tt0740973,tvEpisode,If You Have Tears,If You Have Tears,0,1963.0,,75.0,[],8.2,56
1287,tt0593250,tvEpisode,Dream Lover,Dream Lover,0,1986.0,,25.0,"['Comedy', 'Family']",6.9,38
1288,tt1345815,tvEpisode,Wende des Krieges,Wende des Krieges,0,2007.0,,43.0,"['Documentary', 'Drama', 'History']",7.6,11
1289,tt1724431,tvEpisode,Soul of a Nation/Of God and Caesar,Soul of a Nation/Of God and Caesar,0,2010.0,,56.0,[],6.9,10
1290,tt1196941,movie,Going Blind,Going Blind,0,2010.0,,82.0,[],6.4,17
1291,tt0372249,video,Dubbed and Dangerous,Dubbed and Dangerous,0,2001.0,,50.0,"['Action', 'Adventure', 'Comedy']",6.7,38
1292,tt0463661,video,Plantin' Seed 2,Plantin' Seed 2,1,2005.0,,120.0,[],8.3,20
1293,tt1265253,tvEpisode,That Sounds Sweet,That Sounds Sweet,0,2008.0,,22.0,"['Comedy', 'Drama', 'Family']",3.3,11
1294,tt0609466,tvEpisode,Red Sash of Courage,Red Sash of Courage,0,1967.0,,60.0,"['Action', 'Adventure', 'Comedy']",6.5,16
1296,tt0208936,video,Engelbert Humperdinck: Spectacular,Engelbert Humperdinck: Spectacular,0,1985.0,,59.0,"['Documentary', 'Music']",8.1,7
1297,tt2507906,tvEpisode,Baby Steps,Baby Steps,0,2012.0,,22.0,[],6.8,32
1299,tt2096843,tvEpisode,Votez Lepic !,Votez Lepic !,0,2011.0,,51.0,[],7.4,15
1300,tt1523475,movie,Not Worth a Fig,Incir çekirdegi,0,2009.0,,82.0,[],4.4,278
1303,tt0453546,tvMovie,Shark Tale: Gettin' Fishy with It,Shark Tale: Gettin' Fishy with It,0,2004.0,,30.0,"['Animation', 'Family']",5.3,135
1304,tt0425211,tvMovie,Lucrezia Borgia,Lucrezia Borgia,0,2002.0,,139.0,"['Drama', 'Music']",8.6,7
1305,tt0732766,tvEpisode,The Wedding,The Wedding,0,1958.0,,30.0,[],7.9,16
1307,tt0807687,tvEpisode,Born to Walk,Born to Walk,0,1987.0,,23.0,[],7.7,413
1308,tt3333064,tvEpisode,Jehane Noujaim,Jehane Noujaim,0,2013.0,,22.0,"['Comedy', 'News', 'Talk-Show']",7.2,24
1309,tt0243472,movie,Paap Ki Duniya,Paap Ki Duniya,0,1988.0,,168.0,[],5.7,89
1310,tt7820280,movie,Kirk Cameron: Connect,Connect,0,2018.0,,70.0,[],4.8,91
1312,tt1464334,tvMovie,Un été silencieux,Un été silencieux,0,2006.0,,53.0,[],7.6,5
1313,tt1157191,tvEpisode,Airplane Hour,Airplane Hour,0,2007.0,,49.0,"['Documentary', 'Mystery', 'Reality-TV']",7.6,94
1316,tt1223932,movie,Time of Peace,Tempos de Paz,0,2009.0,,80.0,[],7.0,517
1317,tt0411698,video,Naughty Little Nymphos 9,Naughty Little Nymphos 9,1,2002.0,,83.0,[],3.8,5
1318,tt4402750,tvEpisode,The Red Shoes,The Red Shoes,0,2015.0,,59.0,"['Drama', 'Romance']",8.3,16
1320,tt1010399,movie,The Big Sellout,Der große Ausverkauf,0,2007.0,,94.0,[],7.6,238
1321,tt1037502,tvEpisode,It Came from Outer Space,It Came from Outer Space,0,2007.0,,44.0,"['Documentary', 'History']",7.9,14
1322,tt2556636,short,Another,Another,0,2012.0,,19.0,"['Animation', 'Drama', 'Short']",5.8,21
1323,tt0190187,tvSeries,Die Koblanks,Die Koblanks,0,1979.0,,25.0,[],6.3,6
1324,tt1422118,short,Good Girl,Snill,0,2006.0,,10.0,"['Animation', 'Short']",5.9,12
1326,tt0513271,tvEpisode,Underground,Underground,0,1998.0,,25.0,"['Fantasy', 'Sci-Fi', 'Thriller']",5.7,15
1327,tt6680044,video,Roxette: She Doesn't Live Here Anymore,Roxette: She Doesn't Live Here Anymore,0,1996.0,,4.0,"['Music', 'Short']",6.8,13
1328,tt0166796,tvSeries,Seasons of Love,Seasons of Love,0,1999.0,,240.0,[],8.1,86
1329,tt0003471,movie,Traffic in Souls,Traffic in Souls,0,1913.0,,88.0,"['Crime', 'Drama']",6.0,540
1333,tt0774764,video,New York Wildcats,New York Wildcats,0,2005.0,,46.0,[],3.3,82
1334,tt1599772,tvEpisode,Sharks and Cobras,Sharks and Cobras,0,2009.0,,20.0,[],6.9,54
1336,tt0405978,short,How to Break 90 at Croquet,How to Break 90 at Croquet,0,1935.0,,15.0,"['Comedy', 'Short']",7.7,6
1337,tt0166583,movie,Drei Lederhosen in St. Tropez,Drei Lederhosen in St. Tropez,0,1980.0,,91.0,[],4.5,73
1338,tt5219984,tvSeries,Urmel,Urmel,0,1996.0,1997.0,25.0,[],7.4,14
1340,tt6509432,movie,The Departure,The Departure,0,2017.0,,87.0,[],7.0,154
1341,tt7263308,tvSeries,Oslo S,Oslo S,0,2016.0,,21.0,"['Documentary', 'Reality-TV']",8.2,8
1342,tt0456941,short,The End,The End,0,2005.0,,2.0,[],7.1,20
1343,tt2235110,movie,Killer Motel,Kirâ môteru,0,2012.0,,70.0,[],4.2,14
1344,tt6644294,tvEpisode,The Hostile Hospital: Part Two,The Hostile Hospital: Part Two,0,2018.0,,40.0,"['Adventure', 'Comedy', 'Drama']",8.3,812
1345,tt2360798,movie,Moved,Moved,0,2015.0,,86.0,"['Comedy', 'Drama', 'Romance']",5.1,11
1346,tt0203179,video,Gli uomini preferiscono Selen,Gli uomini preferiscono Selen,1,2001.0,,86.0,[],5.2,5
1347,tt5503766,tvEpisode,Genesis,Genesis,0,2016.0,,22.0,[],8.0,127
1348,tt1811361,short,Today of All Days,Today of All Days,0,2010.0,,10.0,"['Action', 'Comedy', 'Short']",8.8,5
1349,tt1733089,tvEpisode,The Floating World,The Floating World,0,1993.0,,48.0,"['Drama', 'Mystery', 'Sci-Fi']",7.0,24
1350,tt0598187,tvEpisode,The Kahuna,The Kahuna,0,1979.0,,50.0,"['Crime', 'Drama', 'Mystery']",5.4,25
1352,tt1288321,tvEpisode,Rainy Days and Sundaes/Zine Dreams,Rainy Days and Sundaes/Zine Dreams,0,1999.0,,24.0,"['Action', 'Adventure', 'Animation']",7.7,23
1353,tt1337049,movie,The Hypocritic Oath,The Hypocritic Oath,0,2009.0,,17.0,[],8.7,7
1354,tt0603540,tvEpisode,Taylor Got Game,Taylor Got Game,0,1998.0,,23.0,"['Comedy', 'Family']",6.6,129
1355,tt2414864,tvEpisode,Emily and... the Tell-Tale Heart,Emily and... the Tell-Tale Heart,0,2012.0,,43.0,"['Comedy', 'Drama', 'Romance']",8.3,52
1357,tt0461796,movie,Kevin Can Wait,Kevin Can Wait,0,1983.0,,51.0,[],6.3,22
1358,tt6473402,tvMovie,Overexposed,Overexposed,0,2018.0,,92.0,[],5.4,202
1359,tt0519498,tvEpisode,Rats Like Cheese,Rats Like Cheese,0,1966.0,,25.0,"['Action', 'Adventure', 'Comedy']",7.4,319
1360,tt0010947,movie,Evening - Night - Morning,Abend - Nacht - Morgen,0,1920.0,,50.0,[],7.0,25
1363,tt0805327,movie,Forever Blues,Forever Blues,0,2005.0,,98.0,[],5.4,26
1364,tt1203196,tvEpisode,Burning Down the House,Burning Down the House,0,2008.0,,30.0,[],8.0,44
1365,tt0387357,movie,The Locals,The Locals,0,2003.0,,88.0,"['Horror', 'Thriller']",5.5,1948
1367,tt4031126,movie,Lycan,Lycan,0,2017.0,,87.0,"['Horror', 'Thriller']",5.0,959
1368,tt11143130,tvEpisode,Agar Tum Saath Ho,Agar Tum Saath Ho,0,2019.0,,45.0,"['Comedy', 'Drama', 'Romance']",9.6,132
1369,tt8870226,video,Sublime: Santeria,Sublime: Santeria,0,1996.0,,4.0,"['Music', 'Short']",7.6,12
1371,tt4027946,movie,Alone in the Universe,Alone in the Universe,0,2015.0,,97.0,"['Comedy', 'Drama', 'Romance']",4.1,22
1372,tt1119633,tvSpecial,UFC 67 Countdown,UFC 67 Countdown,0,2007.0,,60.0,[],8.0,13
1373,tt0290419,movie,Andru Kanda Mugam,Andru Kanda Mugam,0,1968.0,,164.0,[],6.4,5
1374,tt0522596,tvEpisode,The Clampetts Play Cupid,The Clampetts Play Cupid,0,1967.0,,30.0,"['Comedy', 'Family']",7.5,38
